ID,Count
18288,33.5952830598339
18289,24.399558827525667
18290,15.90117628976132
18291,12.142996052769316
18292,6.17874771060275
18293,5.50691953336347
18294,5.50691953336347
18295,5.50691953336347
18296,15.279640458611503
18297,17.122774603910283
18298,36.739215404981344
18299,35.80286302608232
18300,35.50406418333375
18301,28.91953312359835
18302,28.879258631267447
18303,28.879258631267447
18304,28.879258631267447
18305,28.879258631267447
18306,28.87142836584662
18307,30.2498061377414
18308,27.88554389436071
18309,27.162675383972697
18310,27.144267975173257
18311,27.144267975173257
18312,36.531135805525295
18313,27.644983286870357
18314,19.146600749106
18315,15.388420512114012
18316,10.507348060382414
18317,9.190837951970648
18318,9.190837951970648
18319,9.190837951970648
18320,18.963558877218677
18321,20.47374371545484
18322,21.82316695800478
18323,20.886814579105756
18324,19.583553312479143
18325,13.649265813958912
18326,13.608991321628015
18327,13.608991321628015
18328,13.608991321628015
18329,13.608991321628015
18330,13.601161056207182
18331,14.979538828101965
18332,16.00583435457219
18333,16.214280367018567
18334,16.19587295821913
18335,16.19587295821913
18336,36.531135805525295
18337,27.644983286870357
18338,19.146600749106
18339,15.388420512114012
18340,10.507348060382414
18341,9.190837951970648
18342,9.190837951970648
18343,9.190837951970648
18344,18.963558877218677
18345,20.47374371545484
18346,21.82316695800478
18347,20.886814579105756
18348,19.583553312479143
18349,13.649265813958912
18350,13.608991321628015
18351,13.608991321628015
18352,13.608991321628015
18353,13.608991321628015
18354,13.601161056207182
18355,14.979538828101965
18356,16.00583435457219
18357,16.214280367018567
18358,16.19587295821913
18359,16.19587295821913
18360,34.16414251080469
18361,25.277989992149728
18362,16.779607454385374
18363,13.021427217393374
18364,8.140354765661773
18365,7.468526588422494
18366,7.468526588422494
18367,7.468526588422494
18368,17.241247513670533
18369,19.08438165896929
18370,38.700822460040385
18371,37.76447008114136
18372,37.465671238392794
18373,30.881140178657375
18374,30.840865686326474
18375,30.840865686326474
18376,30.840865686326474
18377,30.840865686326474
18378,30.833035420905645
18379,32.211413192800435
18380,29.847150949419728
18381,29.124282439031717
18382,29.105875030232276
18383,29.105875030232276
18384,33.5952830598339
18385,24.399558827525667
18386,15.90117628976132
18387,12.142996052769316
18388,6.17874771060275
18389,5.50691953336347
18390,5.50691953336347
18391,5.50691953336347
18392,15.279640458611503
18393,17.122774603910283
18394,36.739215404981344
18395,35.80286302608232
18396,35.50406418333375
18397,28.91953312359835
18398,28.879258631267447
18399,28.879258631267447
18400,28.879258631267447
18401,28.879258631267447
18402,28.87142836584662
18403,30.2498061377414
18404,27.88554389436071
18405,27.162675383972697
18406,27.144267975173257
18407,27.144267975173257
18408,30.33871827371101
18409,21.142994041402844
18410,13.398585687694093
18411,9.640405450702092
18412,3.67615710853552
18413,3.0043289312962402
18414,3.0043289312962402
18415,3.0043289312962402
18416,12.777049856544275
18417,14.620184001843048
18418,34.23662480291409
18419,33.30027242401507
18420,33.0014735812665
18421,26.416942521531073
18422,26.37666802920018
18423,26.37666802920018
18424,26.37666802920018
18425,26.37666802920018
18426,26.4856227725711
18427,27.86400054446588
18428,25.49973830108522
18429,24.7768697906972
18430,24.75846238189776
18431,24.75846238189776
18432,30.33871827371101
18433,21.142994041402844
18434,13.398585687694093
18435,9.640405450702092
18436,3.67615710853552
18437,3.0043289312962402
18438,3.0043289312962402
18439,3.0043289312962402
18440,12.777049856544275
18441,14.620184001843048
18442,34.23662480291409
18443,33.30027242401507
18444,33.0014735812665
18445,26.416942521531073
18446,26.37666802920018
18447,26.37666802920018
18448,26.37666802920018
18449,26.37666802920018
18450,26.4856227725711
18451,27.86400054446588
18452,25.49973830108522
18453,24.7768697906972
18454,24.75846238189776
18455,24.75846238189776
18456,30.33871827371101
18457,21.142994041402844
18458,13.398585687694093
18459,9.640405450702092
18460,3.67615710853552
